country,year,food_imports_pct_merch_imports,food_production_index_2014_2016_100,undernourishment_pct_population,adult_overweight_pct,diabetes_pct_age_20_79,premature_ncd_mortality_pct_30_70
NGA,2016,12.8506008688749,106.78,10.8,31,,17.3
NGA,2017,16.315758249379,109.08,11.5,31.5,,17.1
NGA,2018,10.9317924691619,114.06,12.1,32.02,,17.1
NGA,2019,9.91577486664113,109.77,14.3,32.56,,17.1
NGA,2020,14.6260809363327,112.64,15.8,33.12,,17.9
NGA,2021,14.1644968604555,117.33,17.6,33.69,,17.7
NGA,2022,11.4255288173072,119.85,18.7,34.27,,
NGA,2023,10.6947833248612,,19.9,,,
NGA,2024,11.0163409804076,,,,3,
RWA,2000,,69.08,,8.8,,37.6
RWA,2001,20.6929878969759,68.54,37.6,9.12,,34.7
RWA,2002,16.3405754011571,82.78,34.3,9.45,,31.8
RWA,2003,11.6928751118411,76.66,33.6,9.8,,29.1
RWA,2004,15.8401230381633,76.71,36,10.16,,26.9
RWA,2005,13.9770325807874,82.02,36.7,10.54,,25.1
RWA,2006,13.0936851275685,85.23,36.6,10.93,,23.9
RWA,2007,16.5724556461598,86.25,36.5,11.34,,23
RWA,2008,11.7416545661871,88.27,36.5,11.76,,22.3
RWA,2009,13.1738541349679,98.82,36,12.2,,21.6
RWA,2010,14.9248838545231,96.67,35.7,12.65,,21.2
RWA,2011,15.7386978176908,103.15,35.3,13.12,3.1,20.9
RWA,2012,15.6591611739594,112.24,35.5,13.62,,20.8
RWA,2013,17.4738421607533,116.48,35.7,14.13,,20.6
RWA,2014,17.0853162359295,96.82,37.1,14.67,,20.6
RWA,2015,15.4230566063129,101.11,35.8,15.23,,20.6
RWA,2016,17.0874256219315,102.07,33.7,15.81,,20.5
RWA,2017,22.5994817143072,105.24,31.9,16.42,,20.5
RWA,2018,20.6205088467776,110.27,32.7,17.05,,20.4
RWA,2019,16.9363320273748,112.61,35.6,17.7,,20.4
RWA,2020,16.6558975601936,113.66,34.7,18.37,,20.2
RWA,2021,19.8078434292183,117.85,31,19.07,,20
RWA,2022,22.4441780080013,117.31,26.6,19.79,,
RWA,2023,,,24.4,,,
RWA,2024,,,,,2.1,
SDN,2000,22.7338799158054,,,25.09,,26.7
SDN,2001,19.3382191934243,,,25.8,,26.3
SDN,2002,18.6785001293573,,,26.52,,26
SDN,2003,16.3937605458329,,,27.24,,25.5
SDN,2004,14.3889538704034,,,27.95,,25
SDN,2005,12.5114088757889,,,28.64,,24.6
SDN,2006,11.9052289664777,,,29.3,,24.2
SDN,2007,8.14465685912551,,,29.93,,24
SDN,2008,13.0272047364254,,,30.54,,24
SDN,2009,15.2121544515094,,,31.12,,23.7
SDN,2010,25.8755090057164,,,31.68,,23.2
SDN,2011,17.9778411692108,,,32.23,8.6,23.7
SDN,2012,22.2255511532903,81.05,,32.77,,23.4
SDN,2013,19.522500121755,94.64,8.7,33.31,,23.3
SDN,2014,25.4217512033133,103.29,8.4,33.86,,23.1
SDN,2015,20.5010125619895,91.74,8.9,34.42,,22.9
SDN,2016,36.341987786866,104.97,9.8,35,,22.8
SDN,2017,21.1766579626125,101.74,10.3,35.6,,22.7
SDN,2018,29.9100868799566,117.3,10.8,36.22,,22.8
SDN,2019,,113.32,10.8,36.87,,22.4
SDN,2020,,116.99,11.1,37.53,,22.6
SDN,2021,,110.7,11,38.22,,21.2
SDN,2022,,116.41,,38.92,,
SDN,2023,,,,,,
SDN,2024,,,,,19,
SEN,2000,23.3060482364924,69.3,,17.56,,24.5
SEN,2001,26.7721579084306,65.23,21.1,18.34,,24.5
SEN,2002,26.070214194478,44.04,20,19.13,,24.2
SEN,2003,29.5982982623442,60.01,18.6,19.91,,24
SEN,2004,28.2581997010509,60.36,17.1,20.67,,23.7
SEN,2005,28.1392529781177,69.18,15.8,21.41,,23.3
SEN,2006,23.3837753137178,58.9,14.6,22.11,,22.8
SEN,2007,25.0577923863196,53.12,12.2,22.78,,22.8
SEN,2008,25.9384236127982,80.36,10.9,23.4,,23.5
SEN,2009,24.1929512394574,88.89,10.3,23.97,,23.5
SEN,2010,22.4086929183221,97.29,10.9,24.49,,23
SEN,2011,22.9458522824339,68.54,11.1,24.97,3.2,22.8
SEN,2012,24.1457936923786,82.3,11.3,25.42,,22.9
SEN,2013,24.2283715794474,82.41,11.2,25.86,,23
SEN,2014,22.7818492675942,84.48,11.1,26.31,,23.3
SEN,2015,21.6889354846993,110.23,10,26.75,,22.8
SEN,2016,23.3512105457828,105.29,8.9,27.21,,22.8
SEN,2017,23.9899933080167,134.25,8,27.69,,22.6
SEN,2018,21.0437172546777,152.86,7.1,28.17,,22.3
SEN,2019,19.6091616510218,153.59,6.2,28.66,,22.4
SEN,2020,24.0121646294358,183.45,5.3,29.17,,22.4
SEN,2021,21.3602755148431,179.91,5.2,29.68,,21.4
SEN,2022,18.8118929208828,177.49,5.1,30.21,,
SEN,2023,18.5061079369258,,5.1,,,
SEN,2024,18.989000141093,,,,3.8,
SLE,2000,32.7205914951577,29.2,,13.82,,24.3
SLE,2001,,33.02,50,14.46,,25.1
SLE,2002,22.529513399096,39.59,49.2,15.1,,25.7
SLE,2003,,56.96,47,15.73,,25.9
SLE,2004,,63.39,44.4,16.35,,26.2
SLE,2005,,63.91,40.2,16.94,,26.4
SLE,2006,,78.03,36,17.49,,26.3
SLE,2007,,67.58,31.9,17.99,,26.9
SLE,2008,,72.45,28.1,18.44,,27
SLE,2009,,89.75,24.8,18.84,,26.9
SLE,2010,,101.5,22.5,19.17,,26.8
SLE,2011,,108.49,21.6,19.46,3.2,26.4
SLE,2012,,112,21.9,19.72,,26
SLE,2013,,117.5,23.2,19.97,,25.2
SLE,2014,10.9656716553765,110.05,23.2,20.23,,24.6
SLE,2015,20.7188415859113,96.35,24.1,20.5,,24.4
SLE,2016,28.4812386604009,93.6,24.5,20.79,,24.7
SLE,2017,32.5675100405142,84.47,26,21.1,,24.7
SLE,2018,32.2868033846246,88.66,27,21.42,,24.6
SLE,2019,,78.32,27.8,21.75,,24.3
SLE,2020,,91.46,27.5,22.1,,23.7
SLE,2021,,130.56,26.3,22.45,,23.9
SLE,2022,,104.72,25.2,22.81,,
SLE,2023,,,24.1,,,
SLE,2024,,,,,4.8,
SOM,2000,,93.85,,18.46,,33.4
SOM,2001,,99.04,70,19.12,,33
SOM,2002,,101.28,69.9,19.8,,32.6
SOM,2003,,102.17,69.8,20.5,,32.3
SOM,2004,,103.73,69.7,21.22,,32.3
SOM,2005,,106.56,69.7,21.94,,32
SOM,2006,,101.18,69.7,22.66,,31.6
SOM,2007,,99.97,69.7,23.38,,31.4
SOM,2008,,98,69.8,24.09,,31.6
SOM,2009,,97.84,71.8,24.8,,31.4
SOM,2010,,107.4,72.5,25.51,,30.7
SOM,2011,,106.01,71.5,26.23,4.3,29.6
SOM,2012,,109.87,67.4,26.95,,30.2
SOM,2013,,110.05,63.3,27.68,,30.5
SOM,2014,,100.56,61.4,28.42,,30.2
SOM,2015,,101.91,60.7,29.18,,30
SOM,2016,,97.54,60.2,29.95,,29.8
SOM,2017,,98.37,59,30.73,,29.7
SOM,2018,,98.95,56.2,31.53,,29.4
SOM,2019,,99.76,53.9,32.34,,29.2
SOM,2020,,100.14,52.1,33.16,,29.3
SOM,2021,,99.82,52.1,34,,27.6
SOM,2022,,98.94,52.8,34.86,,
SOM,2023,,,53.2,,,
SOM,2024,,,,,5.8,
SSD,2000,,,,13.09,,19.8
SSD,2001,,,,13.53,,18.9
SSD,2002,,,,13.98,,18.3
SSD,2003,,,,14.44,,18.3
SSD,2004,,,,14.91,,18.3
SSD,2005,,,,15.38,,18
SSD,2006,,,,15.85,,17.9
SSD,2007,,,,16.31,,17.7
SSD,2008,,,,16.77,,17.4
SSD,2009,,,,17.23,,17.6
SSD,2010,,,,17.68,,17.2
SSD,2011,,,,18.13,,17.1
SSD,2012,,94.83,,18.6,,17.2
SSD,2013,,94.26,,19.08,,17.4
SSD,2014,,98.42,,19.58,,18
SSD,2015,,100.49,,20.1,,19
SSD,2016,,101.1,,20.64,,19
SSD,2017,,100.66,,21.21,,19.6
SSD,2018,,101.96,,21.79,,21.2
SSD,2019,,110.73,,22.36,,22
SSD,2020,,106.85,21.8,22.96,,22.6
SSD,2021,,114.19,21.4,23.57,,22.4
SSD,2022,,114.76,21,24.2,,
SSD,2023,,,22.3,,,
SSD,2024,,,,,4.6,
STP,2000,30.8237678617422,108.14,,23.34,,21.2
STP,2001,36.5911181154036,112.1,15.5,24.44,,21.4
STP,2002,41.6953121240088,112.81,13.8,25.54,,21.3
STP,2003,38.4475173883189,113.68,12.3,26.64,,20.8
STP,2004,38.6677414094989,106.2,11.1,27.72,,21
STP,2005,38.4535753059682,108.75,10.4,28.79,,20.6
STP,2006,30.6310770188119,107.65,10.6,29.82,,20.9
STP,2007,28.3347479955804,107.96,11.6,30.81,,21.3
STP,2008,27.3385925342979,103.77,13,31.74,,21
STP,2009,35.9073598733904,105.66,14.7,32.62,,20.5
STP,2010,29.8330426924339,103.9,16.5,33.44,,19.9
STP,2011,32.4200333998739,99.62,17.6,34.2,5.5,19.5
STP,2012,30.36436710416,101.7,17.4,34.91,,20.2
STP,2013,30.632016535758,110.47,17.4,35.61,,19.8
STP,2014,32.3602148810204,106.36,18.1,36.31,,19.7
STP,2015,31.0454186121133,89.32,18.5,37.02,,19.8
STP,2016,32.2623399034712,104.32,18.3,37.76,,20.2
STP,2017,29.7309535309856,110.88,17.9,38.51,,20.5
STP,2018,29.2119922018986,106.78,17.8,39.29,,20.5
STP,2019,30.9368951866648,106.54,16.9,40.08,,20.6
STP,2020,33.5486558244754,105.67,15.9,40.91,,20.4
STP,2021,34.7543193908872,106.4,16,41.76,,19.5
STP,2022,27.4516536137683,107.25,16.7,42.62,,
STP,2023,31.8148500954205,,17.4,,,
STP,2024,,,,,12.1,
SWZ,2000,18.7318764923188,76.12,,37.34,,30.2
SWZ,2001,17.3054625958741,75.25,9.8,38.42,,32.4
SWZ,2002,17.6452868261358,83.7,9.2,39.51,,34.2
SWZ,2003,16.409532818847,84.45,8.8,40.59,,35.6
SWZ,2004,16.4411566731346,85.05,9.7,41.65,,36.7
SWZ,2005,16.8067693795332,90.55,11.7,42.69,,37.7
SWZ,2006,15.5525480144067,89.09,13.9,43.7,,37.4
SWZ,2007,20.5578826978798,87.33,16.4,44.68,,37.2
SWZ,2008,19.5679571658369,89.44,19.6,45.6,,36.7
SWZ,2009,19.1387435609903,90.77,23.3,46.46,,36
SWZ,2010,19.7356696799836,94.73,24.9,47.29,,39.2
SWZ,2011,17.0604322410119,97.34,24,48.11,3.1,33.5
SWZ,2012,19.076746192652,99.86,20.4,48.91,,33.5
SWZ,2013,15.4226832685797,101.73,17.5,49.7,,33.3
SWZ,2014,17.1945070438892,101.58,16.2,50.49,,33.6
SWZ,2015,17.7341004044949,100.19,16.2,51.28,,34.5
SWZ,2016,18.6971707597736,98.23,16.3,52.09,,35.2
SWZ,2017,18.4818861547469,101.53,15,52.89,,35.6
SWZ,2018,18.8200188962016,103.62,13.4,53.71,,35.7
SWZ,2019,18.2907190727126,104.6,11.7,54.53,,35.1
SWZ,2020,20.394357926063,104.26,11.4,55.37,,35.1
SWZ,2021,18.6152649615263,104.57,11.6,56.24,,32.3
SWZ,2022,19.2127706671286,105.96,13.1,57.14,,
SWZ,2023,19.5826390405392,,14.7,,,
SWZ,2024,,,,,7.9,
SYC,2000,10.1388444830577,154.48,,48.09,,24.4
SYC,2001,22.5660811812637,137.72,2.5,48.98,,24.2
SYC,2002,30.4136765768773,136.71,2.5,49.87,,24.3
SYC,2003,30.2065266112976,132.69,2.5,50.74,,24.8
SYC,2004,27.3049355631085,119.04,2.5,51.58,,24.7
SYC,2005,23.814743203958,112.21,2.8,52.39,,24.2
SYC,2006,26.6387975304285,105.78,3.1,53.14,,24.1
SYC,2007,23.6798033594862,113.65,3.5,53.85,,23.6
SYC,2008,20.6595343141682,111.74,3.9,54.49,,23.4
SYC,2009,13.2672857645928,103.39,4.3,55.07,,22.4
SYC,2010,17.109289882954,103.98,4.9,55.59,,21.5
SYC,2011,15.5200890619526,114.1,5.2,56.05,12.1,21.1
SYC,2012,25.6014295887603,95.01,5.5,56.48,,21.3
SYC,2013,27.4798832234222,89.71,5.2,56.88,,20.9
SYC,2014,26.0078767270249,95.09,4.9,57.29,,21
SYC,2015,24.4808561256381,100.06,4.3,57.7,,21.6
SYC,2016,18.0934978510831,104.85,3.7,58.12,,21.9
SYC,2017,9.64480737821043,90.51,3.3,58.54,,21.6
SYC,2018,20.3544780116514,109.16,3,58.96,,21.7
SYC,2019,19.0199565108019,120.21,2.7,59.39,,21.8
SYC,2020,13.1810402535175,129.34,2.5,59.83,,16.8
SYC,2021,19.5211628407499,151.24,2.5,60.29,,15.6
SYC,2022,15.2579607317424,149.83,2.5,60.77,,
SYC,2023,25.2034177580684,,2.5,,,
SYC,2024,26.1077593682817,,,,9.3,
TCD,2000,,44.11,,9.86,,25.6
TCD,2001,,50.22,34.4,10.44,,25.7
TCD,2002,,49.02,33.4,11.03,,25.8
TCD,2003,,53.93,33.9,11.64,,25.8
TCD,2004,,50.68,32.4,12.26,,25.5
TCD,2005,,59.12,30.9,12.88,,25.4
TCD,2006,,60.74,28.6,13.49,,25.2
TCD,2007,,63.68,26.6,14.08,,25.3
TCD,2008,,66.51,24.7,14.64,,25.5
TCD,2009,,66.73,24.1,15.17,,25.5
TCD,2010,,90.07,24.1,15.66,,25.5
TCD,2011,,75.21,24,16.12,3.9,25.3
TCD,2012,,99.57,23.5,16.56,,25.1
TCD,2013,,94.52,23.8,16.98,,24.8
TCD,2014,,97.54,25.2,17.4,,24.6
TCD,2015,,97.01,25.9,17.84,,24.4
TCD,2016,,105.45,26.1,18.3,,24.1
TCD,2017,,108.64,26.7,18.77,,24
TCD,2018,,114.47,28.1,19.26,,24.1
TCD,2019,,118.38,29.8,19.77,,24
TCD,2020,,121.32,30.1,20.31,,24.5
TCD,2021,,122.86,30.1,20.86,,23.4
TCD,2022,,130.28,30.5,21.43,,
TCD,2023,,,32,,,
TCD,2024,,,,,7.3,
TGO,2000,18.3773280450188,61.66,,14.52,,28.2
TGO,2001,22.7769359094111,65.73,28.8,15.32,,28.3
TGO,2002,22.1250762560044,64.63,28.8,16.14,,28.3
TGO,2003,17.1155288446436,65.22,27.7,16.98,,28.5
TGO,2004,18.1388978474055,67.79,26.2,17.83,,28.2
TGO,2005,15.5315633580549,73.34,24.8,18.67,,28.2
TGO,2006,,78.99,23.6,19.49,,28.2
TGO,2007,14.6371119232388,80.87,22.2,20.3,,28.1
TGO,2008,10.1452328462736,89.1,20.7,21.07,,28.6
TGO,2009,12.8785118934024,96.58,19.9,21.8,,28.5
TGO,2010,13.2994494063976,94.72,19.6,22.49,,28.1
TGO,2011,13.2979116735176,102.45,20.1,23.15,3.3,27.9
TGO,2012,14.6596916444401,98.81,19.9,23.77,,27.7
TGO,2013,12.387778635188,92.82,19.6,24.39,,27.5
TGO,2014,13.9121248234354,100.84,20,25.03,,27.2
TGO,2015,15.0602143849859,98.5,20.1,25.69,,27.1
TGO,2016,14.5383366978512,100.67,20.6,26.38,,27
TGO,2017,19.3969301241103,105.89,20.4,27.09,,26.7
TGO,2018,17.4032547222881,110.32,19.7,27.82,,26.5
TGO,2019,17.818209441345,114.05,18.2,28.59,,26.1
TGO,2020,17.4340946357038,116.4,15.9,29.37,,26.4
TGO,2021,16.3337350333552,121.99,13.7,30.18,,25.4
TGO,2022,15.7546942777709,128.24,11.1,31,,
TGO,2023,19.2960459636213,,9.1,,,
TGO,2024,17.6484245927718,,,,4.8,
TZA,2000,15.5588556999273,39.69,,15.95,,19.6
TZA,2001,15.1880359151488,43.02,32.8,16.58,,19.2
TZA,2002,13.8026962658223,53.01,33.6,17.22,,18.9
TZA,2003,13.5291591939109,46.37,32.1,17.89,,18.8
TZA,2004,14.9662328717895,53.78,31.5,18.57,,18.6
TZA,2005,9.59258046940123,54.83,28.5,19.26,,18.4
TZA,2006,12.0642862545435,60.04,27,19.95,,18.1
TZA,2007,11.7292567694593,60.51,25.9,20.64,,18
TZA,2008,7.79151822390501,61.22,25.1,21.34,,17.8
TZA,2009,8.92913287798347,63.46,24.6,22.02,,17.8
TZA,2010,9.9648017351581,74,23.7,22.71,,17.5
TZA,2011,9.9102715270839,80.96,22.7,23.42,2.8,17.3
TZA,2012,8.83794855959315,84.97,21.7,24.13,,17.1
TZA,2013,7.85585881807329,91.3,21.2,24.86,,17.3
TZA,2014,9.46755789603786,98.68,21.1,25.61,,17.2
TZA,2015,5.62720806105769,103.25,21.3,26.37,,17.4
TZA,2016,10.7607531611547,98.08,21.9,27.16,,17.6
TZA,2017,10.2785536416025,96.03,22.6,27.97,,17.7
TZA,2018,7.24022427153078,104.52,22.9,28.78,,18.1
TZA,2019,5.70821959493459,105.58,23,29.61,,18.4
TZA,2020,8.17579371598609,112.05,22.8,30.47,,17.9
TZA,2021,8.49486214916324,112.95,22.4,31.35,,18.8
TZA,2022,7.20749292124296,109.9,21.4,32.24,,
TZA,2023,8.82090581410317,,20.2,,,
TZA,2024,9.1943422547416,,,,9.8,
UGA,2000,14.0580567298868,95.77,,10.28,,29.2
UGA,2001,12.2267192293843,102.04,21.2,10.72,,29.8
UGA,2002,14.0222059999308,107.05,19.5,11.19,,29.5
UGA,2003,16.2100755983485,109,18.4,11.67,,28.9
UGA,2004,16.2770402261925,109.59,18.1,12.17,,28.4
UGA,2005,15.9345491998594,109.44,18.8,12.68,,27.4
UGA,2006,13.6065147035144,108.34,19.2,13.2,,26.2
UGA,2007,12.4919847554131,113.35,19.6,13.73,,25.1
UGA,2008,12.9713220673364,87.79,19.8,14.26,,24.3
UGA,2009,12.4424607115575,92.07,18.7,14.8,,23.6
UGA,2010,12.4094134644584,94.35,17.6,15.36,,23.3
UGA,2011,13.4632530339196,94.78,17.7,15.92,2.8,23.1
UGA,2012,10.7911567774461,96.1,19.6,16.51,,22.6
UGA,2013,11.4544325364689,98.92,21.3,17.12,,22.5
UGA,2014,13.5656937262835,101.79,23.8,17.75,,22
UGA,2015,12.1359119714902,103.67,30.6,18.41,,21.7
UGA,2016,13.3347066603439,94.55,35.4,19.08,,21.5
UGA,2017,14.9376122057273,103.98,35.5,19.78,,21.1
UGA,2018,11.7987806111255,105.73,35.9,20.51,,21.4
UGA,2019,10.7224972762183,118.45,33.1,21.26,,21.8
UGA,2020,11.5039206906798,139.38,33.1,22.06,,21.7
UGA,2021,14.1830663509934,151.83,25.6,22.88,,21.5
UGA,2022,13.4894669922506,135.53,24.2,23.75,,
UGA,2023,10.6550373917887,,22,,,
UGA,2024,10.735405652596,,,,2.2,
ZAF,2000,4.68584418898625,71.25,,47.78,,21.6
ZAF,2001,4.35460037690876,68.23,3.6,48.51,,21.2
ZAF,2002,4.97409042536012,72.44,3.5,49.23,,22.5
ZAF,2003,4.97803316819058,72.87,3.4,49.94,,23.3
ZAF,2004,4.96272133282915,74.48,3.3,50.63,,23.4
ZAF,2005,4.45358919883243,79.19,3.3,51.28,,23.3
ZAF,2006,4.36740647169694,76.72,3.4,51.88,,24.9
ZAF,2007,5.16879967398032,78.79,3.5,52.42,,24.9
ZAF,2008,5.25924597498068,88.62,3.5,52.88,,25.3
ZAF,2009,6.52906308437715,87.39,4,53.26,,24.9
ZAF,2010,6.6273345109819,90.03,4.5,53.56,,26.2
ZAF,2011,6.84792697409148,89.21,5,53.78,7,24.9
ZAF,2012,7.15985203129744,92.15,5.2,53.95,,24.7
ZAF,2013,6.55170801065085,97.4,5.6,54.08,,24.2
ZAF,2014,6.29231522968051,102.96,6.4,54.17,,24.5
ZAF,2015,6.97820259788148,100.99,6.6,54.22,,24.6
ZAF,2016,8.35925884365795,96.06,6.4,54.33,,24.1
ZAF,2017,7.87838407329725,105.85,6.1,54.48,,23
ZAF,2018,7.07452786511397,104.36,6.4,54.59,,22.6
ZAF,2019,7.23422341886668,104.48,7.2,54.69,,21.6
ZAF,2020,8.4019012309167,111.43,8.6,54.8,,23.1
ZAF,2021,7.20423265995072,114.24,9.4,54.92,,22.7
ZAF,2022,6.3766274385877,113.24,10,55.05,,
ZAF,2023,6.32333801823275,,10,,,
ZAF,2024,7.17383887868293,,,,7.2,
ZMB,2000,7.71875385705693,45.47,,14.82,,25.8
ZMB,2001,8.90169458861382,45.46,50.3,15.32,,25.2
ZMB,2002,10.9170489712646,46.14,50.1,15.85,,25.3
ZMB,2003,12.8091114362065,51.33,50.1,16.4,,25.2
ZMB,2004,6.99595611051906,51.14,49.5,16.98,,24.4
ZMB,2005,6.27914029941864,51.54,49.4,17.58,,23.6
ZMB,2006,7.74466326880398,55.64,48.1,18.18,,23.2
ZMB,2007,5.41864513915649,55.14,46.8,18.79,,23
ZMB,2008,5.60473308012592,59.43,45.6,19.41,,22.9
ZMB,2009,6.55122864762436,77.33,44.9,20.03,,22.9
ZMB,2010,4.72346413311449,91.58,43.9,20.66,,23.1
ZMB,2011,5.05053377640445,96.23,42.8,21.32,4.8,23.4
ZMB,2012,5.59482407006915,95.41,41.1,21.99,,23.2
ZMB,2013,4.22365420871318,99.51,39.1,22.68,,22.6
ZMB,2014,4.67353135038696,105.79,37.3,23.39,,22.8
ZMB,2015,6.02146654938936,92.56,35.1,24.13,,22.7
ZMB,2016,6.10621751889602,101.64,33.4,24.88,,23.1
ZMB,2017,6.11675887008898,124.72,31.8,25.66,,22.9
ZMB,2018,5.27627154479216,114.62,31.5,26.47,,22.7
ZMB,2019,7.26167497859506,110.94,32.1,27.29,,23.2
ZMB,2020,8.713730995012,120.52,33.9,28.14,,24.1
ZMB,2021,8.98696065551374,127.49,35.7,29.01,,23.6
ZMB,2022,7.76492105778001,119.91,36.2,29.9,,
ZMB,2023,6.8602251801721,,37.2,,,
ZMB,2024,7.83076143578051,,,,10.3,
ZWE,2000,7.69021677634361,108.26,,24.1,,23.5
ZWE,2001,5.14226579458636,108.54,32.8,24.48,,24.3
ZWE,2002,13.200800830231,93.27,31.8,24.88,,25.5
ZWE,2003,21.0100852476005,95.43,31.4,25.3,,26.9
ZWE,2004,23.6762840047402,102.28,30.6,25.73,,28.6
ZWE,2005,12.795442383618,95.95,29.5,26.18,,28.7
ZWE,2006,20.8914909544788,97,28.7,26.62,,28.4
ZWE,2007,11.3778547601645,96.9,27.9,27.06,,28.5
ZWE,2008,19.4631724242983,89.09,27.1,27.51,,30
ZWE,2009,13.2103713800052,94.74,28,27.95,,30.7
ZWE,2010,17.9116945404625,106.25,29.2,28.39,,33.8
ZWE,2011,14.6916203761833,108.3,29.9,28.85,9.8,33.6
ZWE,2012,18.3036843550772,112.21,29.6,29.31,,33
ZWE,2013,14.5797406157871,111.7,31.1,29.77,,33.2
ZWE,2014,15.361153489387,96.85,33.4,30.24,,33.2
ZWE,2015,17.0111458047622,101.1,34.3,30.72,,33.5
ZWE,2016,19.9439317639588,102.05,32.8,31.22,,33.7
ZWE,2017,14.8943839254836,106.59,30.9,31.73,,33.4
ZWE,2018,11.8875690469618,107.82,31,32.25,,33.6
ZWE,2019,8.06018754559146,105.74,30,32.78,,32.7
ZWE,2020,18.254024759494,110.34,28.2,33.33,,33
ZWE,2021,14.369808426375,120.52,24.8,33.89,,31.2
ZWE,2022,13.3173235502424,121.68,21.4,34.46,,
ZWE,2023,13.8194390564742,,19.7,,,
ZWE,2024,18.9550135572266,,,,1.5,
